Transaction ID,Customer ID,Customer Name,Order Date,Sales Person Name,Product ID,Category,Product Name,Dollar Sales,Returns,Quantity
158876,AH-10075,Adam Hart,5/19/2022,John Blake,J-2001,Jeans,Black Denim,175,0,7
126634,AH-10075,Adam Hart,10/23/2022,Alex Ferguson,J-2003,Jeans,Chinos,320,6,8
144932,AH-10075,Adam Hart,10/23/2022,Saul Goodman,J-2003,Jeans,Chinos,40,0,1
145737,AH-10120,Adrian Hane,12/18/2021,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
158708,AH-10120,Adrian Hane,4/8/2022,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
151155,AH-10120,Adrian Hane,4/8/2022,Mike Davidson,J-2003,Jeans,Chinos,160,0,4
127705,AH-10120,Adrian Hane,7/2/2022,Samuel Washington,J-2001,Jeans,Black Denim,125,0,5
155873,AH-10195,Alan Haines,12/18/2021,John Blake,J-2002,Jeans,Blue Denim,30,0,2
155873,AH-10210,Alan Hwang,2/20/2021,John Blake,J-2001,Jeans,Black Denim,50,0,2
126662,AH-10585,Angele Hood,12/9/2022,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
155425,AH-10690,Anna Häberlin,5/19/2021,Mike Davidson,J-2002,Jeans,Blue Denim,120,0,8
155425,AH-10690,Anna Häberlin,8/6/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
155425,AI-10855,Arianne Irving,11/10/2021,Mike Davidson,J-2003,Jeans,Chinos,120,0,3
155425,AI-10855,Arianne Irving,11/10/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
136007,AI-10855,Arianne Irving,11/10/2021,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
157987,AI-10855,Arianne Irving,5/5/2022,Alex Ferguson,J-2001,Jeans,Black Denim,25,0,1
157987,AI-10855,Arianne Irving,9/9/2022,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
157987,AJ-10780,Anthony Jacobs,10/16/2022,Mike Davidson,J-2001,Jeans,Black Denim,175,0,7
157987,AJ-10795,Anthony Johnson,7/17/2022,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
157987,AJ-10945,Ashley Jarboe,8/31/2022,Samuel Washington,J-2002,Jeans,Blue Denim,135,0,9
157987,AM-10360,Alice McCarthy,7/16/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
157987,AM-10360,Alice McCarthy,5/28/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
157987,AM-10360,Alice McCarthy,12/2/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
169411,AM-10360,Alice McCarthy,12/2/2022,Mike Davidson,J-2003,Jeans,Chinos,120,0,3
134544,AM-10705,Anne McFarland,9/18/2021,John Blake,J-2003,Jeans,Chinos,80,0,2
161928,AP-10720,Anne Pryor,5/23/2021,John Blake,J-2002,Jeans,Blue Denim,15,0,1
158617,AP-10720,Anne Pryor,12/6/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
127432,AP-10915,Arthur Prichep,12/10/2021,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
127432,AP-10915,Arthur Prichep,12/10/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
136784,AP-10915,Arthur Prichep,12/10/2021,Mike Davidson,J-2003,Jeans,Chinos,120,0,3
160416,AR-10405,Allen Rosenblatt,6/19/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
143245,AR-10540,Andy Reiter,1/16/2022,Samuel Washington,J-2003,Jeans,Chinos,280,42,7
143245,AR-10825,Anthony Rawles,7/20/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
139234,AS-10045,Aaron Smayling,8/1/2022,Samuel Washington,J-2001,Jeans,Black Denim,175,0,7
146934,AS-10135,Adrian Shami,11/19/2022,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
146934,AS-10225,Alan Schoenberger,9/17/2022,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
146934,AS-10225,Alan Schoenberger,12/8/2022,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
146934,AS-10240,Alan Shonely,4/7/2021,Saul Goodman,J-2002,Jeans,Blue Denim,45,0,3
146934,AS-10240,Alan Shonely,6/25/2021,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
167871,AS-10285,Alejandro Savely,5/21/2021,Samuel Washington,J-2001,Jeans,Black Denim,225,0,9
139969,AS-10285,Alejandro Savely,10/28/2021,Mike Davidson,J-2001,Jeans,Black Denim,175,0,7
105732,AT-10435,Alyssa Tate,12/9/2022,Mike Davidson,J-2001,Jeans,Black Denim,25,0,1
105732,AT-10735,Annie Thurman,7/17/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
105732,AT-10735,Annie Thurman,5/19/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
105732,AW-10840,Anthony Witt,12/10/2022,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
105732,AW-10930,Arthur Wiediger,6/12/2021,Samuel Washington,J-2002,Jeans,Blue Denim,60,0,4
105732,AW-10930,Arthur Wiediger,6/12/2021,Samuel Washington,J-2002,Jeans,Blue Denim,45,0,3
139416,BB-10990,Barry Blumstein,4/1/2021,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
143749,BB-10990,Barry Blumstein,6/1/2022,Saul Goodman,J-2002,Jeans,Blue Denim,75,0,5
104150,BB-10990,Barry Blumstein,9/16/2022,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
107748,BB-11545,Brenda Bowman,12/26/2021,Saul Goodman,J-2001,Jeans,Black Denim,25,0,1
107748,BB-11545,Brenda Bowman,9/15/2022,Samuel Washington,J-2001,Jeans,Black Denim,200,0,8
104927,BB-11545,Brenda Bowman,11/11/2022,John Blake,J-2003,Jeans,Chinos,200,0,5
104927,BC-11125,Becky Castell,9/16/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
142909,BD-11320,Bill Donatelli,6/16/2021,Mike Davidson,J-2003,Jeans,Chinos,200,0,5
109820,BD-11320,Bill Donatelli,8/15/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
107244,BD-11320,Bill Donatelli,4/12/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
132976,BD-11560,Brendan Dodson,3/27/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
132976,BD-11560,Brendan Dodson,3/27/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
133368,BD-11560,Brendan Dodson,3/27/2022,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
133368,BD-11605,Brian Dahlen,4/12/2021,John Blake,J-2002,Jeans,Blue Denim,15,0,1
108987,BD-11770,Bryan Davis,9/10/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
108987,BE-11335,Bill Eplett,1/15/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
146822,BE-11335,Bill Eplett,7/17/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,75,0,5
101483,BE-11410,Bobby Elias,2/7/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
101483,BE-11410,Bobby Elias,9/23/2022,John Blake,J-2002,Jeans,Blue Denim,45,0,3
104094,BE-11455,Brad Eason,5/6/2021,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
158435,BE-11455,Brad Eason,5/6/2021,Samuel Washington,J-2003,Jeans,Chinos,40,0,1
160108,BF-10975,Barbara Fisher,11/20/2021,Samuel Washington,J-2003,Jeans,Chinos,80,0,2
160108,BF-10975,Barbara Fisher,11/20/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
110198,BF-11005,Barry Franz,11/21/2022,Mike Davidson,J-2003,Jeans,Chinos,40,0,1
161557,BF-11020,Barry Französisch,7/7/2021,Samuel Washington,J-2003,Jeans,Chinos,360,8,9
162747,BF-11020,Barry Französisch,4/1/2022,John Blake,J-2003,Jeans,Chinos,120,0,3
144015,BF-11020,Barry Französisch,9/8/2022,Samuel Washington,J-2001,Jeans,Black Denim,100,0,4
147109,BF-11020,Barry Französisch,9/18/2022,Samuel Washington,J-2003,Jeans,Chinos,160,0,4
147109,BF-11080,Bart Folk,9/12/2022,Alex Ferguson,J-2001,Jeans,Black Denim,125,0,5
118857,BF-11080,Bart Folk,9/12/2022,Saul Goodman,J-2002,Jeans,Blue Denim,105,0,7
145702,BF-11080,Bart Folk,9/12/2022,Alex Ferguson,J-2003,Jeans,Chinos,200,0,5
145702,BF-11080,Bart Folk,12/5/2022,Alex Ferguson,J-2001,Jeans,Black Denim,150,0,6
125451,BF-11215,Benjamin Farhat,3/13/2022,Mike Davidson,J-2003,Jeans,Chinos,280,40,7
125451,BF-11215,Benjamin Farhat,3/13/2022,Mike Davidson,J-2002,Jeans,Blue Denim,90,0,6
125451,BF-11275,Beth Fritzler,7/10/2022,John Blake,J-2001,Jeans,Black Denim,75,0,3
125451,BG-11035,Barry Gonzalez,11/17/2021,Samuel Washington,J-2003,Jeans,Chinos,160,0,4
125451,BH-11710,Brosina Hoffman,3/3/2021,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
125451,BH-11710,Brosina Hoffman,1/14/2022,John Blake,J-2001,Jeans,Black Denim,175,0,7
135594,BH-11710,Brosina Hoffman,12/7/2022,John Blake,J-2003,Jeans,Chinos,160,0,4
145261,BM-11140,Becky Martin,12/4/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,60,0,4
145261,BM-11140,Becky Martin,2/26/2022,Mike Davidson,J-2001,Jeans,Black Denim,175,0,7
145261,BM-11650,Brian Moss,3/24/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
145261,BM-11650,Brian Moss,5/13/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
150987,BN-11515,Bradley Nguyen,5/19/2021,Saul Goodman,J-2002,Jeans,Blue Denim,75,0,5
150987,BP-11095,Bart Pistole,10/27/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
107958,BP-11155,Becky Pak,6/28/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
151211,BP-11155,Becky Pak,6/28/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
112697,BP-11155,Becky Pak,6/28/2021,Saul Goodman,J-2001,Jeans,Black Denim,100,0,4
166485,BP-11155,Becky Pak,10/2/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
166919,BP-11185,Ben Peterman,8/27/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
126165,BP-11230,Benjamin Patterson,9/24/2021,Samuel Washington,J-2003,Jeans,Chinos,40,0,1
115546,BP-11290,Beth Paige,5/31/2021,Samuel Washington,J-2003,Jeans,Chinos,160,0,4
152492,BP-11290,Beth Paige,5/31/2021,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
109715,BP-11290,Beth Paige,12/18/2022,Alex Ferguson,J-2003,Jeans,Chinos,200,0,5
138282,BP-11290,Beth Paige,12/18/2022,Saul Goodman,J-2001,Jeans,Black Denim,50,0,2
113831,BS-11755,Bruce Stewart,11/30/2021,Samuel Washington,J-2001,Jeans,Black Denim,100,0,4
113831,BS-11755,Bruce Stewart,11/30/2021,Samuel Washington,J-2003,Jeans,Chinos,80,0,2
144148,BS-11755,Bruce Stewart,4/10/2022,Saul Goodman,J-2002,Jeans,Blue Denim,60,0,4
158869,BS-11755,Bruce Stewart,9/23/2022,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
145709,BS-11800,Bryan Spruell,4/9/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
145709,BS-11800,Bryan Spruell,4/9/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
148740,BT-11440,Bobby Trafton,6/18/2021,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
158694,BT-11530,Bradley Talbott,2/26/2022,Mike Davidson,J-2003,Jeans,Chinos,160,0,4
158694,BT-11530,Bradley Talbott,2/26/2022,Mike Davidson,J-2002,Jeans,Blue Denim,60,0,4
158694,BT-11530,Bradley Talbott,2/26/2022,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
158694,BT-11680,Brian Thompson,4/10/2021,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
107552,BT-11680,Brian Thompson,4/21/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,120,0,8
155929,BV-11245,Benjamin Venier,12/24/2021,Mike Davidson,J-2003,Jeans,Chinos,200,0,5
160759,BW-11110,Bart Watters,10/13/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
116855,BW-11110,Bart Watters,12/10/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,135,0,9
133361,CA-12055,Cathy Armstrong,8/8/2021,Mike Davidson,J-2003,Jeans,Chinos,240,0,6
133361,CA-12265,Christina Anderson,10/12/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
111577,CB-12025,Cassandra Brandow,11/27/2021,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
134474,CB-12025,Cassandra Brandow,11/27/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,75,0,5
134474,CB-12025,Cassandra Brandow,9/7/2022,Alex Ferguson,J-2003,Jeans,Chinos,120,0,3
138079,CB-12025,Cassandra Brandow,9/11/2022,Mike Davidson,J-2003,Jeans,Chinos,200,0,5
123946,CB-12025,Cassandra Brandow,9/11/2022,John Blake,J-2003,Jeans,Chinos,200,0,5
123946,CB-12415,Christy Brittain,5/3/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
142342,CB-12415,Christy Brittain,6/12/2021,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
142342,CB-12415,Christy Brittain,6/12/2021,Saul Goodman,J-2001,Jeans,Black Denim,75,0,3
115378,CB-12415,Christy Brittain,11/16/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
133004,CB-12535,Claudia Bergmann,3/5/2022,John Blake,J-2001,Jeans,Black Denim,50,0,2
157000,CC-12145,Charles Crestani,8/8/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
161340,CC-12145,Charles Crestani,8/26/2021,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
161340,CC-12220,Chris Cortes,3/28/2021,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
109701,CC-12220,Chris Cortes,5/4/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
109701,CC-12220,Chris Cortes,11/16/2022,Mike Davidson,J-2003,Jeans,Chinos,240,0,6
145905,CC-12220,Chris Cortes,12/10/2022,Saul Goodman,J-2001,Jeans,Black Denim,175,0,7
145905,CC-12370,Christopher Conant,5/23/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
157903,CC-12370,Christopher Conant,7/7/2021,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
124821,CC-12370,Christopher Conant,11/17/2022,Alex Ferguson,J-2003,Jeans,Chinos,240,0,6
104731,CC-12430,Chuck Clark,11/10/2021,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
104731,CC-12430,Chuck Clark,11/13/2021,Alex Ferguson,J-2003,Jeans,Chinos,280,36,7
104731,CC-12430,Chuck Clark,11/6/2022,Samuel Washington,J-2002,Jeans,Blue Denim,15,0,1
148096,CC-12430,Chuck Clark,12/30/2022,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
154403,CC-12475,Cindy Chapman,10/7/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
114174,CC-12475,Cindy Chapman,9/11/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
120250,CC-12475,Cindy Chapman,9/11/2022,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
136322,CC-12475,Cindy Chapman,9/30/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
103674,CC-12475,Cindy Chapman,11/21/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
103674,CC-12550,Clay Cheatham,12/1/2022,Mike Davidson,J-2001,Jeans,Black Denim,175,0,7
103674,CC-12550,Clay Cheatham,12/3/2022,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
143021,CC-12610,Corey Catlett,11/26/2022,Saul Goodman,J-2002,Jeans,Blue Denim,45,0,3
168893,CC-12610,Corey Catlett,11/26/2022,Saul Goodman,J-2001,Jeans,Black Denim,175,0,7
168893,CC-12670,Craig Carreira,6/18/2022,Mike Davidson,J-2001,Jeans,Black Denim,150,0,6
128412,CD-11920,Carlos Daly,12/29/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
128412,CD-11920,Carlos Daly,5/26/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
128412,CD-11920,Carlos Daly,11/20/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,105,0,7
128412,CD-11980,Carol Darley,11/24/2021,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
132059,CD-11980,Carol Darley,3/18/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
132059,CD-11980,Carol Darley,11/6/2022,Alex Ferguson,J-2003,Jeans,Chinos,360,23,9
126396,CD-12280,Christina DeMoss,11/5/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
140844,CD-12280,Christina DeMoss,11/5/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
140844,CD-12790,Cynthia Delaney,10/15/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
134481,CD-12790,Cynthia Delaney,10/15/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
147536,CD-12790,Cynthia Delaney,11/26/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
138289,CG-12040,Catherine Glotzbach,6/20/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,120,0,8
138289,CG-12040,Catherine Glotzbach,6/20/2021,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
157588,CG-12040,Catherine Glotzbach,6/20/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
132304,CJ-12010,Caroline Jumper,12/3/2021,Saul Goodman,J-2003,Jeans,Chinos,160,0,4
148110,CK-12205,Chloris Kastensmidt,6/5/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
160745,CK-12205,Chloris Kastensmidt,7/23/2021,Samuel Washington,J-2002,Jeans,Blue Denim,15,0,1
160745,CK-12205,Chloris Kastensmidt,5/12/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,75,0,5
160745,CK-12205,Chloris Kastensmidt,11/21/2022,Mike Davidson,J-2001,Jeans,Black Denim,200,0,8
108343,CK-12325,Christine Kargatis,4/8/2021,John Blake,J-2003,Jeans,Chinos,160,0,4
108343,CK-12595,Clytie Kelty,6/6/2021,John Blake,J-2001,Jeans,Black Denim,75,0,3
108343,CK-12595,Clytie Kelty,6/6/2021,John Blake,J-2001,Jeans,Black Denim,50,0,2
118724,CK-12595,Clytie Kelty,2/23/2022,Mike Davidson,J-2003,Jeans,Chinos,240,0,6
148747,CK-12595,Clytie Kelty,11/17/2022,John Blake,J-2003,Jeans,Chinos,280,19,7
113481,CL-11890,Carl Ludwig,6/10/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,90,0,6
162691,CL-12565,Clay Ludtke,5/8/2021,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
162691,CL-12565,Clay Ludtke,5/8/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
101749,CL-12565,Clay Ludtke,5/28/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
119865,CL-12565,Clay Ludtke,5/28/2021,Mike Davidson,J-2002,Jeans,Blue Denim,120,0,8
136448,CL-12700,Craig Leslie,4/24/2021,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
136448,CM-11815,Candace McMahon,5/28/2022,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
136448,CM-11935,Carlos Meador,1/22/2021,John Blake,J-2002,Jeans,Blue Denim,60,0,4
149461,CM-12115,Chad McGuire,3/31/2022,Alex Ferguson,J-2003,Jeans,Chinos,320,42,8
162929,CM-12235,Chris McAfee,5/1/2021,John Blake,J-2002,Jeans,Blue Denim,30,0,2
143154,CM-12235,Chris McAfee,5/1/2021,John Blake,J-2001,Jeans,Black Denim,75,0,3
112515,CM-12235,Chris McAfee,12/10/2021,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
112515,CM-12445,Chuck Magee,9/26/2021,Mike Davidson,J-2003,Jeans,Chinos,200,0,5
117926,CM-12445,Chuck Magee,10/20/2021,Samuel Washington,J-2001,Jeans,Black Denim,175,0,7
114405,CP-12085,Cathy Prescott,3/30/2021,Alex Ferguson,J-2003,Jeans,Chinos,40,0,1
118913,CP-12085,Cathy Prescott,1/13/2022,Samuel Washington,J-2003,Jeans,Chinos,200,0,5
101049,CP-12340,Christine Phan,5/21/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
114209,CR-12580,Clay Rozendal,4/18/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
134775,CR-12730,Craig Reiter,6/12/2021,Samuel Washington,J-2003,Jeans,Chinos,200,0,5
163755,CR-12730,Craig Reiter,8/22/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
106677,CR-12730,Craig Reiter,10/13/2022,Saul Goodman,J-2001,Jeans,Black Denim,125,0,5
164196,CR-12820,Cyra Reiten,10/6/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,45,0,3
149706,CS-11845,Cari Sayre,9/30/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
155404,CS-11845,Cari Sayre,9/30/2022,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
100314,CS-11845,Cari Sayre,9/30/2022,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
100468,CS-11860,Cari Schnelling,6/2/2022,John Blake,J-2003,Jeans,Chinos,160,0,4
100468,CS-11860,Cari Schnelling,7/12/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,15,0,1
102407,CS-11860,Cari Schnelling,7/21/2022,Saul Goodman,J-2002,Jeans,Blue Denim,60,0,4
102407,CS-12130,Chad Sievert,8/28/2021,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
108210,CS-12175,Charles Sheldon,9/26/2021,Samuel Washington,J-2002,Jeans,Blue Denim,15,0,1
108210,CS-12175,Charles Sheldon,5/12/2022,Mike Davidson,J-2001,Jeans,Black Denim,25,0,1
116603,CS-12250,Chris Selesnick,1/23/2022,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
153787,CS-12250,Chris Selesnick,1/23/2022,Mike Davidson,J-2003,Jeans,Chinos,40,0,1
